hold_type,hold_value,threshold,stop_loss,profit_target,event_date,stock_ret,market_ret,excess_ret,n_trades,ticker
intraday,5,0.5,0.01,0.01,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.01,0.01,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.01,0.01,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.01,0.01,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.01,0.03,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.01,0.03,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.01,0.03,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.01,0.03,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.01,0.05,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.01,0.05,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.01,0.05,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.01,0.05,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.01,0.1,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.01,0.1,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.01,0.1,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.01,0.1,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.01,0.2,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.01,0.2,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.01,0.2,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.01,0.2,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.03,0.01,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.03,0.01,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.03,0.01,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.03,0.01,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.03,0.03,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.03,0.03,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.03,0.03,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.03,0.03,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.03,0.05,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.03,0.05,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.03,0.05,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.03,0.05,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.03,0.1,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.03,0.1,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.03,0.1,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.03,0.1,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.03,0.2,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.03,0.2,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.03,0.2,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.03,0.2,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.05,0.01,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.05,0.01,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.05,0.01,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.05,0.01,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.05,0.03,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.05,0.03,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.05,0.03,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.05,0.03,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.05,0.05,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.05,0.05,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.05,0.05,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.05,0.05,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
intraday,5,0.5,0.05,0.1,2022-01-27,0.00039602153481155256,-0.0010258084069662,0.0014218299417777525,1,AAPL
intraday,5,0.5,0.05,0.1,2023-02-02,0.0018116821357121449,-0.00016898416376975867,0.0019806662994819035,1,AAPL
intraday,5,0.5,0.05,0.1,2024-02-01,0.001979338955017562,0.0018015817276864077,0.0001777572273311545,1,AAPL
intraday,5,0.5,0.05,0.1,2025-01-30,-4.180077749449396e-05,-0.00019669280488210372,0.00015489202738760977,1,AAPL
