hold_type,hold_value,threshold,stop_loss,profit_target,n,avg_stock_ret,med_stock_ret,win_rate,avg_excess_ret,med_excess_ret,excess_win_rate,std_stock_ret,std_excess_ret,stock_sharpe_like,excess_sharpe_like,max_dd_stock,max_dd_excess,ticker
multiday,5,1.0,0.2,0.2,5,0.13950122135645687,0.15681233933161942,1.0,0.13803350004585752,0.14629563241113197,1.0,0.07537920661705046,0.08103949823057781,1.8506591886163775,1.7032867066022226,0.0,0.0,ORLA
multiday,5,1.0,0.05,0.2,5,0.13950122135645687,0.15681233933161942,1.0,0.13803350004585752,0.14629563241113197,1.0,0.07537920661705046,0.08103949823057781,1.8506591886163775,1.7032867066022226,0.0,0.0,ORLA
multiday,5,1.0,0.1,0.2,5,0.13950122135645687,0.15681233933161942,1.0,0.13803350004585752,0.14629563241113197,1.0,0.07537920661705046,0.08103949823057781,1.8506591886163775,1.7032867066022226,0.0,0.0,ORLA
multiday,5,1.5,0.1,0.2,4,0.1436278635939668,0.1784061696658097,1.0,0.13722438334035628,0.17321139384658119,1.0,0.08638579288620693,0.09355302898533514,1.662632926031748,1.466808555839136,0.0,0.0,ORLA
multiday,5,1.5,0.05,0.2,4,0.1436278635939668,0.1784061696658097,1.0,0.13722438334035628,0.17321139384658119,1.0,0.08638579288620693,0.09355302898533514,1.662632926031748,1.466808555839136,0.0,0.0,ORLA
