hold_type,hold_value,threshold,stop_loss,profit_target,n,avg_stock_ret,med_stock_ret,win_rate,avg_excess_ret,med_excess_ret,excess_win_rate,std_stock_ret,std_excess_ret,stock_sharpe_like,excess_sharpe_like,max_dd_stock,max_dd_excess,ticker
multiday,10,1.0,0.2,0.03,1,0.030000000000000027,0.030000000000000027,1.0,0.025874645892351333,0.025874645892351333,1.0,,,,,0.0,0.0,XPEV
multiday,10,1.0,0.1,0.03,1,0.030000000000000027,0.030000000000000027,1.0,0.025874645892351333,0.025874645892351333,1.0,,,,,0.0,0.0,XPEV
multiday,5,1.0,0.1,0.03,1,0.030000000000000027,0.030000000000000027,1.0,0.025874645892351333,0.025874645892351333,1.0,,,,,0.0,0.0,XPEV
multiday,5,1.0,0.2,0.03,1,0.030000000000000027,0.030000000000000027,1.0,0.025874645892351333,0.025874645892351333,1.0,,,,,0.0,0.0,XPEV
multiday,3,1.0,0.1,0.03,1,0.030000000000000027,0.030000000000000027,1.0,0.025874645892351333,0.025874645892351333,1.0,,,,,0.0,0.0,XPEV
multiday,3,1.0,0.2,0.03,1,0.030000000000000027,0.030000000000000027,1.0,0.025874645892351333,0.025874645892351333,1.0,,,,,0.0,0.0,XPEV
multiday,10,0.5,0.2,0.01,3,0.010000000000000045,0.010000000000000009,1.0,0.008431400361724925,0.008677585066883764,1.0,6.397344083151129e-17,0.0024429831109751415,156314868639586.47,3.45127247251392,0.0,0.0,XPEV
multiday,3,0.5,0.2,0.01,3,0.010000000000000045,0.010000000000000009,1.0,0.008431400361724925,0.008677585066883764,1.0,6.397344083151129e-17,0.0024429831109751415,156314868639586.47,3.45127247251392,0.0,0.0,XPEV
multiday,5,0.5,0.2,0.01,3,0.010000000000000045,0.010000000000000009,1.0,0.008431400361724925,0.008677585066883764,1.0,6.397344083151129e-17,0.0024429831109751415,156314868639586.47,3.45127247251392,0.0,0.0,XPEV
multiday,5,1.0,0.1,0.01,1,0.010000000000000009,0.010000000000000009,1.0,0.005874645892351316,0.005874645892351316,1.0,,,,,0.0,0.0,XPEV
multiday,5,1.0,0.2,0.01,1,0.010000000000000009,0.010000000000000009,1.0,0.005874645892351316,0.005874645892351316,1.0,,,,,0.0,0.0,XPEV
multiday,3,1.0,0.2,0.01,1,0.010000000000000009,0.010000000000000009,1.0,0.005874645892351316,0.005874645892351316,1.0,,,,,0.0,0.0,XPEV
multiday,3,1.0,0.1,0.01,1,0.010000000000000009,0.010000000000000009,1.0,0.005874645892351316,0.005874645892351316,1.0,,,,,0.0,0.0,XPEV
multiday,10,1.0,0.1,0.01,1,0.010000000000000009,0.010000000000000009,1.0,0.005874645892351316,0.005874645892351316,1.0,,,,,0.0,0.0,XPEV
multiday,10,1.0,0.2,0.01,1,0.010000000000000009,0.010000000000000009,1.0,0.005874645892351316,0.005874645892351316,1.0,,,,,0.0,0.0,XPEV
multiday,5,0.5,0.01,0.03,3,0.003333333333333336,-0.010000000000000009,0.3333333333333333,0.0042352167396037714,-0.008672096317280498,0.3333333333333333,0.023094010767585053,0.022958130179816075,0.14433756729740643,0.18447568275081977,-0.010000000000000009,-0.008672096317280498,XPEV
intraday,390,0.5,0.01,0.03,3,0.003333333333333336,-0.010000000000000009,0.3333333333333333,0.0042352167396037714,-0.008672096317280498,0.3333333333333333,0.023094010767585053,0.022958130179816075,0.14433756729740643,0.18447568275081977,-0.010000000000000009,-0.008672096317280498,XPEV
multiday,1,0.5,0.01,0.03,3,0.003333333333333336,-0.010000000000000009,0.3333333333333333,0.0042352167396037714,-0.008672096317280498,0.3333333333333333,0.023094010767585053,0.022958130179816075,0.14433756729740643,0.18447568275081977,-0.010000000000000009,-0.008672096317280498,XPEV
intraday,15,0.5,0.01,0.03,3,0.003333333333333336,-0.010000000000000009,0.3333333333333333,0.0042352167396037714,-0.008672096317280498,0.3333333333333333,0.023094010767585053,0.022958130179816075,0.14433756729740643,0.18447568275081977,-0.010000000000000009,-0.008672096317280498,XPEV
